thr,n_gt,n_hit,n_hit_family,n_fp,n_scans,sensitivity,sensitivity_family,fp_per_scan
0.82,4016,0,0,0,1172,0.0,0.0,0.0
0.83,4016,0,0,0,1172,0.0,0.0,0.0
0.84,4016,0,0,0,1172,0.0,0.0,0.0
0.85,4016,0,0,0,1172,0.0,0.0,0.0
0.86,4016,0,0,0,1172,0.0,0.0,0.0
0.87,4016,0,0,0,1172,0.0,0.0,0.0
0.88,4016,0,0,0,1172,0.0,0.0,0.0
0.89,4016,0,0,0,1172,0.0,0.0,0.0
0.9,4016,0,0,0,1172,0.0,0.0,0.0
0.91,4016,0,0,0,1172,0.0,0.0,0.0
0.92,4016,0,0,0,1172,0.0,0.0,0.0
0.93,4016,0,0,0,1172,0.0,0.0,0.0
0.94,4016,0,0,0,1172,0.0,0.0,0.0
0.95,4016,0,0,0,1172,0.0,0.0,0.0
0.96,4016,0,0,0,1172,0.0,0.0,0.0
0.97,4016,0,0,0,1172,0.0,0.0,0.0
0.98,4016,0,0,0,1172,0.0,0.0,0.0
0.99,4016,0,0,0,1172,0.0,0.0,0.0
